Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
470,470.7847,Acinetobacter baumannii strain MRSN7447,ceftazidime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7789,Acinetobacter baumannii strain MRSN7366,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.8008,Acinetobacter baumannii strain MRSN7707,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.768,Acinetobacter baumannii strain MRSN7222,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7501,Acinetobacter baumannii strain MRSN11803,tobramycin,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7778,Acinetobacter baumannii strain MRSN7354,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7918,Acinetobacter baumannii strain MRSN7557,aztreonam,Susceptible,8,<=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7771,Acinetobacter baumannii strain MRSN7347,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7828,Acinetobacter baumannii strain MRSN7413,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1563,Acinetobacter baumannii strain MRSN5540,tobramycin,Intermediate,==8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,23812239
470,470.7748,Acinetobacter baumannii strain MRSN7310,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7778,Acinetobacter baumannii strain MRSN7354,imipenem,Susceptible,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7634,Acinetobacter baumannii strain MRSN7149,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.8065,Acinetobacter baumannii strain MRSN7822,ceftriaxone,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7936,Acinetobacter baumannii strain MRSN7582,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7793,Acinetobacter baumannii strain MRSN7372,cefoxitin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7644,Acinetobacter baumannii strain MRSN7161,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.8074,Acinetobacter baumannii strain MRSN85,ceftazidime,Resistant,16,>,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7836,Acinetobacter baumannii strain MRSN7421,imipenem,Intermediate,8,=,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7511,Acinetobacter baumannii strain MRSN11820,tobramycin,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7786,Acinetobacter baumannii strain MRSN7363,tobramycin,Susceptible,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1551,Acinetobacter baumannii strain MRSN16896,gentamicin,Intermediate,==8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7493,Acinetobacter baumannii strain MRSN11788,ceftriaxone,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7691,Acinetobacter baumannii strain MRSN7236,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1551,Acinetobacter baumannii strain MRSN16896,imipenem,Susceptible,==1,=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7499,Acinetobacter baumannii strain MRSN11797,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7595,Acinetobacter baumannii strain MRSN7086,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.1554,Acinetobacter baumannii strain MRSN16882,ceftriaxone,Susceptible,<=8,<=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,25824815
470,470.7866,Acinetobacter baumannii strain MRSN7474,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7781,Acinetobacter baumannii strain MRSN7357,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.768,Acinetobacter baumannii ABUH4556,ticarcillin/clavulanic acid,Intermediate,,,,,,,,,,,,,,Laboratory Method,,26939581
470,470.7529,Acinetobacter baumannii strain MRSN15039,carbapenem,Resistant,,,,,,,,,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.7422,Acinetobacter baumannii strain MRSN11671,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7623,Acinetobacter baumannii strain MRSN7134,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7419,Acinetobacter baumannii strain MRSN11659,doripenem,Susceptible,0.5,<=,0.5,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7515,Acinetobacter baumannii strain MRSN11825,ceftazidime,Resistant,16,>,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7463,Acinetobacter baumannii strain MRSN11746,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7946,Acinetobacter baumannii strain MRSN7599,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7578,Acinetobacter baumannii strain MRSN2839,aztreonam,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7871,Acinetobacter baumannii strain MRSN7481,imipenem,Intermediate,8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7784,Acinetobacter baumannii strain MRSN7361,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7774,Acinetobacter baumannii strain MRSN7350,carbapenem,Susceptible,,,,,,,,,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.7506,Acinetobacter baumannii strain MRSN11812,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7417,Acinetobacter baumannii strain MRSN11650,tobramycin,Susceptible,4,<=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7478,Acinetobacter baumannii strain MRSN11765,trimethoprim/sulfamethoxazole,Susceptible,1/19,<=,1/19,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7918,Acinetobacter baumannii strain MRSN7557,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7871,Acinetobacter baumannii strain MRSN7481,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.8087,Acinetobacter baumannii strain MRSN8903,meropenem,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7799,Acinetobacter baumannii strain MRSN7379,amikacin,Susceptible,4,<=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7542,Acinetobacter baumannii strain MRSN15070,ceftazidime,Susceptible,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7839,Acinetobacter baumannii strain MRSN7434,amikacin,Susceptible,4,<=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7473,Acinetobacter baumannii strain MRSN11760,tobramycin,Susceptible,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7678,Acinetobacter baumannii strain MRSN7220,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7875,Acinetobacter baumannii strain MRSN7485,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7975,Acinetobacter baumannii strain MRSN7655,amikacin,Susceptible,4,<=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7443,Acinetobacter baumannii strain MRSN11713,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7817,Acinetobacter baumannii strain MRSN7402,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7847,Acinetobacter baumannii strain MRSN7447,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7845,Acinetobacter baumannii strain MRSN7441,ceftazidime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.8071,Acinetobacter baumannii strain MRSN7834,tigecycline,Intermediate,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7808,Acinetobacter baumannii strain MRSN7389,tetracycline,Susceptible,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7534,Acinetobacter baumannii strain MRSN15046,moxifloxacin,Susceptible,0.5,=,0.5,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7856,Acinetobacter baumannii strain MRSN7461,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.8041,Acinetobacter baumannii strain MRSN7776,levofloxacin,Resistant,8,>=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7478,Acinetobacter baumannii strain MRSN11765,ampicillin/sulbactam,Susceptible,8/4,<=,8/4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8071,Acinetobacter baumannii strain MRSN7834,ceftazidime,Susceptible,8,=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1556,Acinetobacter baumannii strain MRSN20315,tobramycin,Intermediate,==8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7839,Acinetobacter baumannii strain MRSN7434,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7506,Acinetobacter baumannii strain MRSN11812,moxifloxacin,Resistant,8,>=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7466,Acinetobacter baumannii strain MRSN11749,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7638,Acinetobacter baumannii strain MRSN7155,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7556,Acinetobacter baumannii strain MRSN15086,ceftazidime,Susceptible,8,=,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7467,Acinetobacter baumannii strain MRSN11750,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7788,Acinetobacter baumannii strain MRSN7365,tobramycin,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.8081,Acinetobacter baumannii strain MRSN8899,meropenem,Susceptible,4,<=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7965,Acinetobacter baumannii strain MRSN7640,ampicillin/sulbactam,Resistant,32/16,>=,32/16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7871,Acinetobacter baumannii strain MRSN7481,aztreonam,Resistant,16,>,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.766,Acinetobacter baumannii strain MRSN7184,trimethoprim/sulfamethoxazole,Resistant,16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7744,Acinetobacter baumannii strain MRSN7305,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7516,Acinetobacter baumannii strain MRSN11826,tobramycin,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7443,Acinetobacter baumannii strain MRSN11713,gentamicin,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7855,Acinetobacter baumannii strain MRSN7459,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7933,Acinetobacter baumannii strain MRSN7578,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.743,Acinetobacter baumannii strain MRSN11688,ceftriaxone,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7632,Acinetobacter baumannii strain MRSN7147,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7509,Acinetobacter baumannii strain MRSN11816,aztreonam,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7509,Acinetobacter baumannii strain MRSN11816,ceftriaxone,Intermediate,16,=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7575,Acinetobacter baumannii strain MRSN2441,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7833,Acinetobacter baumannii strain MRSN7418,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7962,Acinetobacter baumannii strain MRSN7636,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.753,Acinetobacter baumannii strain MRSN15042,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7503,Acinetobacter baumannii strain MRSN11806,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1558,Acinetobacter baumannii PWa32_3071,carbapenem,Resistant,,,,,,,,PATRIC,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.8074,Acinetobacter baumannii strain MRSN85,levofloxacin,Resistant,8,>=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7762,Acinetobacter baumannii strain MRSN7330,tobramycin,Intermediate,8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7795,Acinetobacter baumannii strain MRSN7375,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7485,Acinetobacter baumannii strain MRSN11774,ampicillin/sulbactam,Resistant,32/16,>=,32/16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.743,Acinetobacter baumannii ABUH23684,ampicillin/sulbactam,Resistant,,,,,,,,,,,,,,Laboratory Method,,26939581
470,470.7529,Acinetobacter baumannii strain MRSN15039,meropenem,Susceptible,0.5,=,0.5,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7933,Acinetobacter baumannii strain MRSN7578,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7849,Acinetobacter baumannii strain MRSN7454,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7718,Acinetobacter baumannii strain MRSN7271,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7831,Acinetobacter baumannii strain MRSN7416,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7464,Acinetobacter baumannii strain MRSN11747,meropenem,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7437,Acinetobacter baumannii strain MRSN11706,tobramycin,Intermediate,8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.8087,Acinetobacter baumannii strain MRSN8903,tetracycline,Susceptible,2,<=,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7555,Acinetobacter baumannii strain MRSN15085,amikacin,Susceptible,16,=,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7811,Acinetobacter baumannii strain MRSN7392,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7761,Acinetobacter baumannii strain MRSN7328,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7918,Acinetobacter baumannii strain MRSN7557,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7512,Acinetobacter baumannii strain MRSN11821,imipenem,Susceptible,0.25,<=,0.25,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.8007,Acinetobacter baumannii strain MRSN7706,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7469,Acinetobacter baumannii strain MRSN11753,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7946,Acinetobacter baumannii strain MRSN7599,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7823,Acinetobacter baumannii strain MRSN7408,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.768,Acinetobacter baumannii strain MRSN7222,ceftazidime,Resistant,16,>,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1557,Acinetobacter baumannii strain MRSN15084,tobramycin,Resistant,>8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,25824815
470,470.7436,Acinetobacter baumannii strain MRSN11705,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7829,Acinetobacter baumannii strain MRSN7414,cefoxitin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7823,Acinetobacter baumannii strain MRSN7408,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7823,Acinetobacter baumannii strain MRSN7408,cefoxitin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7443,Acinetobacter baumannii strain MRSN11713,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7439,Acinetobacter baumannii strain MRSN11708,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7536,Acinetobacter baumannii strain MRSN15048,imipenem,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7542,Acinetobacter baumannii strain MRSN15070,ceftriaxone,Susceptible,8,=,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7505,Acinetobacter baumannii strain MRSN11811,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7771,Acinetobacter baumannii strain MRSN7347,amikacin,Susceptible,8,<=,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.1554,Acinetobacter baumannii strain MRSN16882,ciprofloxacin,Resistant,>=4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7784,Acinetobacter baumannii strain MRSN7361,imipenem,Intermediate,8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7534,Acinetobacter baumannii strain MRSN15046,levofloxacin,Susceptible,2,=,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7826,Acinetobacter baumannii strain MRSN7411,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7848,Acinetobacter baumannii strain MRSN7448,ampicillin/sulbactam,Susceptible,4/2,=,4/2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.753,Acinetobacter baumannii ABUH31558,meropenem,Resistant,,,,,,,,,,,,,,Laboratory Method,,26939581
470,470.7688,Acinetobacter baumannii strain MRSN7232,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7516,Acinetobacter baumannii strain MRSN11826,tigecycline,Susceptible,0.5,<=,0.5,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7789,Acinetobacter baumannii strain MRSN7366,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8084,Acinetobacter baumannii strain MRSN8900,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8031,Acinetobacter baumannii strain MRSN7751,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7849,Acinetobacter baumannii strain MRSN7454,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.8047,Acinetobacter baumannii strain MRSN7790,trimethoprim/sulfamethoxazole,Resistant,16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7508,Acinetobacter baumannii strain MRSN11815,ciprofloxacin,Susceptible,0.5,<=,0.5,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.1552,Acinetobacter baumannii strain MRSN16898,trimethoprim/sulfamethoxazole,Resistant,>=16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7575,Acinetobacter baumannii strain MRSN2441,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7965,Acinetobacter baumannii strain MRSN7640,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7784,Acinetobacter baumannii strain MRSN7361,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1553,Acinetobacter baumannii strain MRSN16881,ampicillin,Resistant,>=32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7779,Acinetobacter baumannii strain MRSN7355,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8008,Acinetobacter baumannii strain MRSN7707,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1554,Acinetobacter baumannii strain MRSN16882,ceftazidime,Susceptible,==4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,25824815
470,470.8031,Acinetobacter baumannii strain MRSN7751,aztreonam,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
