Sample_ID_IfH,Organism_Code,meropenem,cefoxitin,ertapenem,tobramycin,tigecycline,piperacillin/tazobactam,cefotaxime,cefpodoxime,cefpodoxime_clavulanic_acid,amoxicillin/clavulanic acid,ampicillin,gentamicin,amikacin,ceftriaxone,chloramphenicol,streptomycin,cefepime,trimethoprim,trimethoprim/sulfamethoxazole,norfloxacin,tetracycline,ciprofloxacin,nitrofurantoin,ceftazidime,azithromycin,sulfamethoxazole,aztreonam,ceftolozane/tazobactam,cephalothin,cefotetan,cefuroxime,imipenem,ampicillin/sulbactam,ceftazidime/avibactam,cefazolin,nalidixic acid,levofloxacin,moxifloxacin,trimethoprim/sulfobactam,cefalotin,ticarcillin/clavulanic acid,piperacillin,colistin,fosfomycin,netilmicin,beta-lactam,ticarcillin
573.41102,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,>=16/304,,>=16,=5,=128,=4,,,=2,<=25/4,>=64,<=4,>=64,<=25,=8/4,<=12/4,>=64,=8,=1,=2,,,,,,,,,
573.24319,EKP,=2,,>4,,,>64/4,,,,,>16,<=4,>32,>32,,,,,>1/19,,,>2,>64,>16,,,>16,,,,>16,=4,>16/8,,,,>4,,,,,,,,,,
573.5827,EKP,<=0.25,<=4,<=0.5,4,2,<=4,2,,,4,>=32,>=16,<=2,,,,<=1,>=16,,,,0.5,,16,,,16,,,,4,,,,,,,,,>=64,,,,,,,
573.44103,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,=8,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,<=2/1,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
72407.522,EKP,<=0.25,<=4,<=0.12,<=1,<=0.5,<=4,>=64,,,>=32,>=32,<=1,<=2,,,,>=32,,>=320,,,0.5,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.5705,EKP,<=0.25,16,<=0.5,8,>=8,32,>=64,,,>=32,>=32,<=1,<=2,,,,>=64,>=16,,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.41128,EKP,<=25,<=4,<=12,<=1,=1,=16/4,=32,>=8,,,>=32,<=1,<=2,=32,,,=8,,>=16/304,,>=16,=1,=128,<=1,,,=2,=1/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
72407.591,EKP,>=16,8,>=8,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44141,EKP,<=25,<=4,<=12,>=16,=1,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=32,=16/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,=16,=1,=4,,,,,,,,,
573.5682,EKP,<=0.25,>=64,<=0.5,2,2,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,2,>=16,,,,1,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
1438803.3,EKP,<=0.25,<=4,<=0.25,,<=2,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,<=0.25,32,<=1,,,,,<=1,,,<=1,8,,<=2,,<=0.12,,,,,,,,,,
573.40428,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.14789,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.40386,EKP,<=25,<=4,<=12,>=16,<=5,=8/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=64,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=8,=1,=2,,,,,,,,,
573.41171,EKP,<=25,>=64,<=12,=8,=1,>=128/4,=16,>=8,,,>=32,=8,<=2,=32,,,=1,,>=16/304,,=4,>=4,=256,>=64,,,=4,=16/4,>=64,>=64,>=64,<=25,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40385,EKP,=8,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,=4,>=8,,,,,,,,,
573.41954,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.5817,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,>=64,>=16,,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
72407.579,EKP,>=16,>=64,>=8,>=16,<=0.5,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42877,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,=16,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.24313,EKP,>=16,,>=8,,,,,,,,,<=1,>=64,,,,,,<=20,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.24291,EKP,>=16,>=64,,>=16,,>=128/4,,,,>=32/16,>=32,>=16,=16,>=64,,,>=64,,>=16/304,,>=16,>=4,,>=64,,,,,,,,,,,,,>=8,,,,,,,,,,
72407.569,EKP,>=16,>=64,>=8,>=16,1,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42089,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,>=16/304,,=8,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
1400177.3,EKP,<=0.25,<=4,<=0.25,,<=2,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,<=0.25,64,<=1,,,,,<=1,,,<=1,<=2,,<=2,,<=0.12,,,,,,,,,,
573.42879,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=4/2,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.42956,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,=1,=128,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=4/2,<=12/4,<=4,=16,=1,=4,,,,,,,,,
72407.503,EKP,<=0.25,<=4,<=0.12,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.24289,EKP,=8,>=64,,>=16,,>=128/4,,,,=16/8,>=32,>=16,<=2,>=64,,,>=64,,>=16/304,,>=16,>=4,=256,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.24244,EKP,=4,>=64,=4,<=1,,>=128/4,,,,=16/8,>=32,<=1,<=2,=16,,,=2,,>=16/304,,>=16,>=4,,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.41157,EKP,<=25,=8,<=12,<=1,=2,=8/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,=8,=1,>=512,<=1,,,<=1,=5/4,=8,<=4,=16,=5,=16/8,=5/4,<=4,>=32,=1,=2,,,,,,,,,
573.41114,EKP,=1,=16,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,=2,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41106,EKP,>=16,>=64,>=8,>=16,=4,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,=8,>=4,=256,>=64,,,>=64,>=32/4,>=64,=32,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.585,EKP,<=0.25,<=4,0.25,<=1,2,>=128,>=64,,,>=32,>=32,<=1,4,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42908,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,=4,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=4,<=12,<=25,,,,,,,,,
573.42942,EKP,<=25,<=4,<=12,<=1,<=5,=32/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,<=1,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.15223,EKP,>=16,,>=8,,,,,,,,,8,>=64,,,,,,<=20,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.42903,EKP,<=25,<=4,<=12,>=16,<=5,=8/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=64,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=8,=1,=2,,,,,,,,,
72407.517,EKP,<=0.25,<=4,<=0.12,<=1,2,8,>=64,,,16,>=32,<=1,<=2,,,,>=32,,>=320,,,1,,32,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44619,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,<=1,>=4,=128,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40435,EKP,<=25,<=4,<=12,>=16,=1,=16/4,=16,>=8,,,>=32,>=16,=16,=32,,,=2,,>=16/304,,>=16,=1,=64,>=64,,,>=64,=8/4,>=64,<=4,>=64,=5,>=32/16,=5/4,>=64,=16,=1,=2,,,,,,,,,
573.41095,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=256,<=1,,,<=1,<=25/4,<=2,<=4,<=1,=1,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
72407.524,EKP,>=16,>=64,>=8,>=16,1,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44098,EKP,<=25,>=64,<=12,=8,=4,=64/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,=16,,,>=64,=1/4,>=64,<=4,>=64,=1,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41144,EKP,<=25,<=4,<=12,=8,<=5,<=4/4,<=25,<=25,,,>=32,>=16,<=2,<=25,,,<=12,,<=1/19,,>=16,>=4,<=16,<=1,,,<=1,<=25/4,=16,<=4,<=1,<=25,<=2/1,<=12/4,=16,>=32,>=8,>=8,,,,,,,,,
1400184.3,EKP,<=0.25,<=4,<=0.25,,<=2,,16,,,,>=32,>=16,16,,,,,,>=320,,,>=4,256,>=64,,,,,<=1,,,<=1,>=32,,>=8,,>=8,,,,,,,,,,
573.24268,EKP,<=0.25,<=4,<=0.5,<=1,,=8/4,,,,=8/4,>=32,<=1,<=2,>=64,,,=8,,>=16/304,,<=1,=1,,>=64,,,,,,,,,,,>=64,,=1,,,,,,,,,,
573.41126,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,<=1,<=25,>=32/16,=25/4,<=4,<=2,<=12,<=25,,,,,,,,,
72407.543,EKP,<=0.25,<=4,0.25,>=16,2,>=128,>=64,,,>=32,>=32,8,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41164,EKP,<=25,=16,,>=16,<=5,=64/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,=2/38,,<=1,<=25,=256,>=64,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,<=2,<=12,<=25,,,,,,,,,
573.42909,EKP,=1,=16,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,=2,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.14821,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.41094,EKP,<=25,<=4,<=12,=8,=1,<=4/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=256,=8,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
1328377.3,EKP,>=16,,>=8,,4,,>=64,,,,>=32,>=16,>=64,,,,,,>=320,,,>=4,>=512,,,,,,8,,,2,,,>=64,,>=8,,,,,,,,,,
573.42029,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,=1,=128,<=1,,,=2,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=4,,,,,,,,,
573.40404,EKP,<=25,>=64,<=12,=8,=4,=64/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,=16,,,>=64,=1/4,>=64,<=4,>=64,=1,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.24293,EKP,<=0.25,<=4,<=0.5,=8,,=16/4,,,,=16/8,>=32,<=1,<=2,>=64,,,=2,,>=16/304,,>=16,>=4,=128,=16,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.42015,EKP,<=25,<=4,<=12,>=16,=1,=16/4,=16,>=8,,,>=32,>=16,=16,=32,,,=2,,>=16/304,,>=16,=1,=64,>=64,,,>=64,=8/4,>=64,<=4,>=64,=5,>=32/16,=5/4,>=64,=16,=1,=2,,,,,,,,,
573.42917,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.5828,EKP,<=0.25,<=4,<=0.5,<=1,1,<=4,<=1,,,<=2,>=32,<=1,<=2,,,,<=1,<=0.5,,,,<=0.25,,<=1,,,<=1,,,,4,,,,,,,,,4,,,,,,,
573.44142,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,=1,=128,<=1,,,=2,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=4,,,,,,,,,
573.44095,EKP,<=25,<=4,<=12,=4,=1,<=4/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=5,=128,=4,,,=2,<=25/4,>=64,<=4,>=64,<=25,=16/8,<=12/4,>=64,=16,=1,=2,,,,,,,,,
72407.528,EKP,<=0.25,<=4,<=0.12,>=16,2,32,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,1,,>=64,,,32,,,,>=64,,,,,,,,,,,,,,,,
573.40366,EKP,<=25,<=4,<=12,<=1,<=5,=32/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,<=25/4,=4,<=4,=2,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41115,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,=8,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.31032,EKP,<=0.25,<=4,<=0.12,,,,,,,,>=32,>=16,<=2,>=64,=4,,,,,,,=2,=64,=32,,,,,,,,,,,>=64,,,,,,,,<=0.5,<=16,,,
573.41941,EKP,<=25,<=4,<=12,=2,=1,<=4/4,=32,>=8,,,>=32,>=16,<=2,=32,,,>=32,,<=1/19,,>=16,=2,=64,<=1,,,<=1,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,>=32,=4,>=8,,,,,,,,,
573.40399,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42021,EKP,>=16,>=64,>=8,=8,>=8,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,=16,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.577,EKP,<=0.25,32,<=0.12,>=16,1,64,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,1,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41121,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,=16,>=64,,,>=32,,>=16/304,,=2,=2,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,=8,>=32/16,=4/4,>=64,=16,=1,=2,,,,,,,,,
573.42947,EKP,<=25,<=4,<=12,=8,<=5,=32/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,=2,>=4,>=512,=16,,,>=64,=1/4,>=64,<=4,>=64,=5,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40358,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,>=64,>=64,,,>=32,,>=16/304,,=8,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.24266,EKP,<=0.25,<=4,<=0.5,<=1,,<=4/4,,,,=4/2,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,<=0.25,=64,=16,,,,,,,,,,,,,=1,,,,,,,,,,
573.42005,EKP,<=25,<=4,<=12,<=1,<=5,=32/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,<=1,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
72407.588,EKP,<=0.25,<=4,<=0.12,>=16,2,16,>=64,,,>=32,>=32,<=1,4,,,,>=32,,>=320,,,2,,32,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42964,EKP,<=25,>=64,<=12,=8,=1,>=128/4,=16,>=8,,,>=32,=8,<=2,=32,,,=1,,>=16/304,,=4,>=4,=256,>=64,,,=4,=16/4,>=64,>=64,>=64,<=25,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41159,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,=1,=128,<=1,,,=2,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=4,,,,,,,,,
573.27324,EKP,>=16,,>=8,,,,,,,,,<=1,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.31029,EKP,<=0.25,<=4,<=0.5,,,,,,,,>=32,<=1,=4,>=64,,,,,,,,=2,=32,=16,,,,,,,,,,,,,,,,,,,,<=16,,,
573.40415,EKP,>=16,>=64,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=32,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40395,EKP,<=25,<=4,<=12,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,=16,>=64,,,>=32,,>=16/304,,=2,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,<=25,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.24306,EKP,>=16,>=64,,<=1,,>=128/4,,,,>=32/16,>=32,<=1,<=2,=16,,,=2,,>=16/304,,=4,=2,,>=64,,,,,,,,,,,,,=4,,,,,,,,,,
573.41082,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42899,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=4,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.42929,EKP,<=25,<=4,<=12,>=16,<=5,=8/4,=16,>=8,,,>=32,>=16,=16,=32,,,=1,,>=16/304,,=2,=5,=64,>=64,,,>=64,<=25/4,>=64,<=4,=16,<=25,=16/8,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.42898,EKP,<=25,=32,<=12,<=1,>=8,>=128/4,<=25,=2,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,=1/4,=32,<=4,=32,<=25,>=32/16,=5/4,=16,>=32,=1,=1,,,,,,,,,
1328363.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,<=0.25,128,,,,,,<=1,,,<=1,,,<=4,,<=0.12,,,,,,,,,,
573.41167,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,=2/38,,>=16,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
72407.532,EKP,<=0.25,16,0.25,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41946,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.44074,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=4,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.5697,EKP,<=0.25,<=4,<=0.5,>=16,2,>=128,>=64,,,>=32,>=32,>=16,32,,,,>=64,>=16,,,,1,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
72407.534,EKP,<=0.25,<=4,<=0.12,>=16,2,>=128,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41156,EKP,=2,<=4,<=12,<=1,<=5,>=128/4,=5,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,<=1,=1,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41955,EKP,<=25,=16,=1,>=16,<=5,=64/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,<=1/19,,=2,>=4,>=512,>=64,,,>=64,>=32/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41976,EKP,<=25,<=4,<=12,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,=16,>=64,,,>=32,,>=16/304,,=2,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,<=25,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.491,EKP,>=16,>=64,>=8,>=16,1,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
1328367.3,EKP,>=16,,>=8,,,,>=64,,,,>=32,>=16,>=64,,,,,,40,,,>=4,>=512,,,,,,2,,,8,,,>=64,,>=8,,,,,,,,,,
573.42006,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,=32,,,=4,,>=16/304,,=2,>=4,>=512,>=64,,,>=64,=8/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42893,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41942,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=32,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
1328368.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,<=0.25,64,,,,,,<=1,,,<=1,,,<=4,,<=0.12,,,,,,,,,,
573.42937,EKP,<=25,>=64,,>=16,=1,=16/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,=8,>=4,=128,=16,,,>=64,=1/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,>=32,>=8,>=8,,,,,,,,,
