Sample_ID_IfH,Organism_Code,meropenem,cefoxitin,ertapenem,tobramycin,tigecycline,piperacillin/tazobactam,cefotaxime,cefpodoxime,cefpodoxime_clavulanic_acid,amoxicillin/clavulanic acid,ampicillin,gentamicin,amikacin,ceftriaxone,chloramphenicol,streptomycin,cefepime,trimethoprim,trimethoprim/sulfamethoxazole,norfloxacin,tetracycline,ciprofloxacin,nitrofurantoin,ceftazidime,azithromycin,sulfamethoxazole,aztreonam,ceftolozane/tazobactam,cephalothin,cefotetan,cefuroxime,imipenem,ampicillin/sulbactam,ceftazidime/avibactam,cefazolin,nalidixic acid,levofloxacin,moxifloxacin,trimethoprim/sulfobactam,cefalotin,ticarcillin/clavulanic acid,piperacillin,colistin,fosfomycin,netilmicin,beta-lactam,ticarcillin
573.41176,EKP,<=25,=16,<=12,>=16,=1,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,=16/4,>=64,<=4,>=64,=5,>=32/16,<=12/4,>=64,>=32,=4,>=8,,,,,,,,,
573.5726,EKP,<=0.25,<=4,<=0.5,8,2,32,4,,,16,>=32,>=16,<=2,,,,<=1,>=16,,,,1,,4,,,<=1,,,,>=64,,,,,,,,,>=64,,,,,,,
1328380.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,>=4,256,,,,,,<=1,,,<=1,,,<=4,,4,,,,,,,,,,
573.40363,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,=2,=8,>=64,,,>=32,,<=1/19,,=4,>=4,>=512,>=64,,,>=64,>=32/4,>=64,=32,>=64,>=16,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42884,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,=5,<=2/1,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
72407.511,EKP,>=16,>=64,>=8,>=16,1,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,<=20,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42933,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,=32,>=64,=2,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44075,EKP,<=25,=32,<=12,<=1,>=8,>=128/4,<=25,=2,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,=1/4,=32,<=4,=32,<=25,>=32/16,=5/4,=16,>=32,=1,=1,,,,,,,,,
573.40394,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,=8,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
1438791.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,8,<=1,<=2,,,,,,<=20,,,<=0.25,32,,,,,,<=1,,,<=0.25,<=2,,<=4,,<=0.12,,,,,,,,,,
573.42924,EKP,<=25,<=4,<=12,=8,>=8,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,<=16,=16,,,>=64,=1/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,=1,=4,,,,,,,,,
573.24272,EKP,>=16,,>=8,,,,,,,,,8,>=64,,,,,,<=20,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.42921,EKP,=8,>=64,>=8,=8,=4,>=128/4,>=64,>=8,,,>=32,>=16,=16,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,<=4,>=64,=2,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.567,EKP,<=0.25,<=4,<=0.12,<=1,2,<=4,>=64,,,>=32,>=32,<=1,<=2,,,,>=32,,>=320,,,0.5,,32,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41994,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,=1,=8/4,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
72407.536,EKP,<=0.25,<=4,0.25,>=16,2,>=128,>=64,,,>=32,>=32,>=16,4,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.5701,EKP,<=0.25,8,<=0.5,8,4,32,32,,,16,>=32,<=1,<=2,,,,2,>=16,,,,>=4,,16,,,32,,,,>=64,,,,,,,,,>=64,,,,,,,
573.41137,EKP,<=25,<=4,<=12,>=16,<=5,=8/4,=16,>=8,,,>=32,>=16,=16,=32,,,=1,,>=16/304,,=2,=5,=64,>=64,,,>=64,<=25/4,>=64,<=4,=16,<=25,=16/8,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.42022,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,=2/38,,>=16,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.42027,EKP,<=25,>=64,<=12,=8,=1,>=128/4,=16,>=8,,,>=32,=8,<=2,=32,,,=1,,>=16/304,,=4,>=4,=256,>=64,,,=4,=16/4,>=64,>=64,>=64,<=25,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40451,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=32,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,<=2/1,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.14772,EKP,>=16,,>=8,,,,,,,,,2,>=64,,,,,,<=20,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.41166,EKP,=4,<=4,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=8,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,=16,,,=16,=8/4,>=64,<=4,>=64,=2,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.44078,EKP,=8,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,=4,>=8,,,,,,,,,
573.5795,EKP,<=0.25,<=4,<=0.5,>=16,1,16,>=64,,,>=32,>=32,>=16,<=2,,,,>=64,>=16,,,,<=0.25,,16,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
573.42875,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,>=64,>=64,,,>=32,,>=16/304,,=8,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44064,EKP,>=16,>=64,>=8,=8,=1,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
1328375.3,EKP,4,,>=8,,,,>=64,,,,>=32,>=16,4,,,,,,>=320,,,>=4,>=512,,,,,,>=64,,,<=1,,,>=64,,>=8,,,,,,,,,,
1328372.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,16,<=1,<=2,,,,,,<=20,,,<=0.25,64,,,,,,<=1,,,<=1,,,<=4,,<=0.12,,,,,,,,,,
573.24288,EKP,=8,>=64,,>=16,,>=128/4,,,,=16/8,>=32,>=16,<=2,>=64,,,>=64,,>=16/304,,>=16,>=4,=256,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
1438804.3,EKP,>=16,>=64,>=1,,4,,>=64,,,,>=32,<=1,>=64,,,,,,>=320,,,>=4,256,>=64,,,,,8,,,>=16,>=32,,>=8,,>=8,,,,,,,,,,
573.44116,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,=5,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.5801,EKP,<=0.25,>=64,<=0.5,<=1,1,64,16,,,>=32,>=32,<=1,<=2,,,,2,>=16,,,,1,,>=64,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
573.41949,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,=4,=2,=256,<=1,,,<=1,=5/4,=8,<=4,=4,<=25,=8/4,=5/4,<=4,>=32,=4,>=8,,,,,,,,,
1400183.3,EKP,<=0.25,<=4,<=0.25,,<=2,,<=1,,,,>=32,<=1,<=2,,,,,,<=20,,,<=0.25,64,<=1,,,,,<=1,,,<=1,4,,<=2,,<=0.12,,,,,,,,,,
573.24316,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
72407.483,EKP,<=0.25,16,0.25,<=1,1,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41991,EKP,>=16,=32,>=8,<=1,<=5,>=128/4,=32,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,=4,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,>=16,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
1400180.3,EKP,>=16,>=64,>=1,,>=2,,>=64,,,,>=32,>=16,>=64,,,,,,>=320,,,>=4,128,>=64,,,,,>=64,,,4,>=32,,>=8,,>=8,,,,,,,,,,
72407.518,EKP,<=0.25,<=4,<=0.12,>=16,2,16,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,1,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
72407.593,EKP,<=0.25,<=4,<=0.12,<=1,2,32,>=64,,,>=32,>=32,<=1,<=2,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41165,EKP,>=16,>=64,>=8,=8,>=8,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,=16,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42904,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41971,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,<=1,=1,=256,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.42002,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,<=16,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.40359,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.40405,EKP,>=16,>=64,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,=8,>=64,>=64,,,>=32,,>=16/304,,=8,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=8/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.33903,EKP,<=0.25,<=4,<=0.12,,,,,,,,>=32,<=1,<=2,>=64,=4,,,,,,,=0.5,=32,=32,,,,,,,,,,,>=64,,,,,,,,<=0.5,<=16,,,
573.44115,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,<=16,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41136,EKP,>=16,=32,>=8,<=1,<=5,>=128/4,=32,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,=4,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,>=16,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41968,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=8,=1,=2,,,,,,,,,
573.40441,EKP,>=16,>=64,>=8,=8,>=8,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,=16,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.5815,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,16,>=32,>=16,<=2,,,,>=64,<=0.5,,,,1,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.40398,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,=16,>=64,,,>=32,,>=16/304,,=2,=2,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,=8,>=32/16,=4/4,>=64,=16,=1,=2,,,,,,,,,
573.5716,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,>=64,>=16,,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.43103,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,<=1,>=4,=128,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.42915,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42896,EKP,>=16,>=64,>=8,>=16,=4,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,=8,>=4,=256,>=64,,,>=64,>=32/4,>=64,=32,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41294,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,>=16/304,,=8,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41117,EKP,<=25,<=4,<=12,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,=16,>=64,,,>=32,,>=16/304,,=2,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,<=25,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.41151,EKP,<=25,<=4,<=12,<=1,<=5,=64/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41992,EKP,<=25,<=4,<=12,>=16,<=5,=8/4,=16,>=8,,,>=32,>=16,=16,=32,,,=1,,>=16/304,,=2,=5,=64,>=64,,,>=64,<=25/4,>=64,<=4,=16,<=25,=16/8,=25/4,>=64,=16,=1,=2,,,,,,,,,
72407.525,EKP,<=0.25,<=4,<=0.12,>=16,2,16,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,1,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
72407.533,EKP,<=0.25,8,0.25,>=16,2,64,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41096,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,=4,=2,=256,<=1,,,<=1,=5/4,=8,<=4,=4,<=25,=8/4,=5/4,<=4,>=32,=4,>=8,,,,,,,,,
573.44107,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,=1,=8/4,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
1328365.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,16,<=1,<=2,,,,,,<=20,,,<=0.25,64,,,,,,<=1,,,<=1,,,<=4,,<=0.12,,,,,,,,,,
573.40417,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,=2,<=25,=128,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,<=12/4,<=4,=8,<=12,=5,,,,,,,,,
573.40432,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.14778,EKP,>=16,,>=8,,,,,,,,,<=1,<=2,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.41084,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,=25/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42922,EKP,<=25,>=64,<=12,=8,=4,=64/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,=16,,,>=64,=1/4,>=64,<=4,>=64,=1,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.551,EKP,<=0.25,<=4,0.25,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44058,EKP,<=25,<=4,<=12,<=1,<=5,=32/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,<=25/4,=4,<=4,=2,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.44139,EKP,<=25,=16,<=12,>=16,=1,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,=16/4,>=64,<=4,>=64,=5,>=32/16,<=12/4,>=64,>=32,=4,>=8,,,,,,,,,
573.42968,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=32,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,<=2/1,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.42961,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,<=1,>=4,=128,>=64,,,>=64,>=32/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.5825,EKP,<=0.25,>=64,<=0.5,2,2,16,8,,,>=32,>=32,<=1,<=2,,,,<=1,>=16,,,,>=4,,16,,,8,,,,>=64,,,,,,,,,>=64,,,,,,,
573.41107,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=4,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.24284,EKP,<=0.25,<=4,<=0.5,>=16,,>=16/4,,,,=16/8,>=32,>=16,=8,>=64,,,=2,,>=16/304,,>=16,=1,=64,=8,,,,,,,,,,,>=64,,=1,,,,,,,,,,
573.42012,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.41081,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,=16,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.24262,EKP,=2,>=64,,>=16,,>=128/4,,,,>=32/16,>=32,>=16,=4,>=64,,,>=64,,>=16/304,,>=16,>=4,>=512,>=64,,,,,,,,,,,,,>=8,,,,,,,,,,
573.24263,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.23991,EKP,>=16,,>=8,,,,,,,,,<=1,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.27341,EKP,=1,,,,,,,,,=1/1,=1,=1,=1,=1,=1,,,=1,,,,=1,=1,,,=1,=1,,,,,=1,,,,,,,,,,,,=1,=1,,
573.5798,EKP,<=0.25,8,<=0.5,>=16,2,>=128,16,,,8,>=32,<=1,>=64,,,,2,2,,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.42957,EKP,=4,<=4,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=8,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,=16,,,=16,=8/4,>=64,<=4,>=64,=2,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
72407.562,EKP,<=0.25,<=4,<=0.12,<=1,2,<=4,>=64,,,16,>=32,<=1,<=2,,,,>=32,,>=320,,,<=0.25,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.27348,EKP,=1,,,,,,,,,=1/1,=1,=1,=1,=1,=1,,,=1,,,,=1,=1,,,=1,=1,,,,,=1,,,,,,,,,,,,=1,=1,,
573.42094,EKP,>=16,>=64,>=8,>=16,=1,>=128/4,>=64,>=8,,,>=32,<=1,=16,>=64,,,>=32,,<=1/19,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=1/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.5719,EKP,4,>=64,>=8,>=16,4,>=128,4,,,>=32,>=32,8,32,,,,<=1,>=16,,,,1,,>=64,,,2,,,,>=64,,,,,,,,,>=64,,,,,,,
1328373.3,EKP,>=16,,4,,,,8,,,,>=32,8,<=2,,,,,,<=20,,,<=0.25,64,,,,,,2,,,4,,,>=64,,<=0.12,,,,,,,,,,
573.41104,EKP,<=25,=32,<=12,<=1,>=8,>=128/4,<=25,=2,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,=1/4,=32,<=4,=32,<=25,>=32/16,=5/4,=16,>=32,=1,=1,,,,,,,,,
573.40401,EKP,<=25,<=4,<=12,=4,=1,<=4/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=5,=128,=4,,,=2,<=25/4,>=64,<=4,>=64,<=25,=16/8,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.24298,EKP,<=0.25,<=4,<=0.5,>=16,,>=128/4,,,,=16/8,>=32,<=1,=16,=32,,,=2,,>=16/304,,=4,>=4,<=16,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.42025,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,=4,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=4,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.27345,EKP,=1,,,,,,,,,=1/1,=1,=1,=1,=1,=1,,,=1,,,,=1,=1,,,=1,=1,,,,,=1,,,,,,,,,,,,=1,=1,,
573.41123,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=64,=8,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.40445,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,=4,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=4,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
72407.482,EKP,<=0.25,<=4,<=0.12,>=16,2,16,>=64,,,>=32,>=32,>=16,4,,,,>=32,,>=320,,,2,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.41105,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.44117,EKP,<=25,<=4,<=12,<=1,<=5,>=128/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,<=25,=256,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,>=64,<=2,<=12,<=25,,,,,,,,,
573.31034,EKP,<=0.25,<=4,<=0.5,,,,,,,,>=32,<=1,<=2,>=64,,,,,,,,=1,=64,=8,,,,,,,,,,,,,,,,,,,,<=16,,,
573.14791,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.42965,EKP,<=25,<=4,<=12,>=16,=1,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=32,=16/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,=16,=1,=4,,,,,,,,,
