Sample_ID_IfH,Organism_Code,imipenem,amikacin,tetracycline,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim/sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin/tazobactam,tobramycin,cefoxitin,colistin,cefotaxime,cefalotin,cefuroxime,ampicillin,amoxicillin/clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime/avibactam,chloramphenicol,cefotetan,cefpodoxime,ceftazidime/clavulanic acid,minocycline,cefmetazole,ceftriaxone,cefoperazone/sulbactam,doripenem,cefozopran,ampicillin/sulbactam,piperacillin,imipenem/relebactam,cefepime_taniborbactam,ceftolozane/tazobactam,ceftaroline,cefazolin,polymyxin B,trimethoprim_sulfamethoxazole,piperacillin_tazobactam,extended spectrum beta lactamase,cefotaxime/clavulanic acid,doxycycline,nitrofurantoin,cephalothin,ofloxacin,kanamycin,nalidixic acid,carbenicillin,penicillin,streptomycin,erythromycin,neomycin,spectinomycin,rifampin,cefiderocol,ticarcillin/clavulanic acid,trimethoprim_sulfonamide,amoxicillin,aminogycosides,fluoroquinolones,beta-lactam,trimotheprim,cefoperazone,florfenicol,sulfamethoxazole,ceftriaxone/cefpodoxime
573.65938,EKP,<=0.5,<=4,,<=1,,,1,>2/38,,<=1,,<=4,<=1,,<=1,128,,<=2,,,<=1,<=0.25,16,,16,<=1,>64,,2,1,>64,<=8/4,<=0.5,8,8/4,<=4,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2529,EKP,,<=4,,,,<=0.5,<=0.5,,,,<=0.25,<=4,<=1,,<=1,>128,,<=2,,,16,1,<=4,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,<=8/4,<=0.5,>16,8/4,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.46326,EKP,0.125,4,,,,0.125,,,,,>64,,,,,256,,,,,256,8,>256,,,,,,128,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,
573.66242,EKP,,<=2,,<=1,,,,,,>=64,>=4,,,,,>=64,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2236,EKP,,,,,>16,,,<=1/19,,,,<=4,>8,,<=1,>128,,<=2,,,>16,1,<=4,,<=8,<=1,>64,,2,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2427,EKP,<=0.5,,,,,<=0.5,,,,,1,<=4,,,<=1,128,,4,,,>16,1,>16,,>16,<=1,>64,,2,1,64,<=8/4,<=0.5,16,16/8,<=4,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2283,EKP,,>32,,,8,<=0.5,>8,>2/38,,,>4,,>8,,<=1,>128,,>32,,,>16,1,>16,,>16,16,>64,>32,>8,>32,>64,<=8/4,<=0.5,>16,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
573.65972,EKP,1,,,,>16,4,,,,>16,4,,,,<=1,>128,,>32,,,>16,4,>16,,16,>32,>64,>32,8,>32,>64,>32/16,2,>16,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
573.66312,EKP,,,,,>=64,,,,>=8,,>=4,,,>=64,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2397,EKP,<=0.5,<=4,,,>16,,<=0.5,>2/38,,>16,<=0.25,,<=1,,<=1,>128,,<=2,,,16,1,16,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.219,EKP,<=0.5,,,>8,4,,,>4/76,,>16,1,,<=1,,0.5,>32,,8,,,>16,<=0.25,<=4,,<=8,<=1,2,1,4,2,2,>32/16,>2,2,>32/16,<=4,,,,,,1,,,,<=0.12,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.238,EKP,8,,,2,>16,,>8,>2/38,>4,>16,<=0.25,>64,,,<=1,>128,,>32,,,>16,1,>16,,>16,4,>64,8,16,>32,>64,32/16,>2,>16,32/16,<=4,,,,,,1,,,,2,16,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.29924,EKP,>8,<=4,,,,,,>4/76,,,,,,,4,,,,,,,0.5,,<=1/4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29888,EKP,,,,<=1,,,,,>1,,>2,,,,>8,,,,,,,0.5,,2/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2459,EKP,<=0.5,<=4,,,>16,<=0.5,,,,,<=0.25,<=4,<=1,,<=1,>128,,<=2,,,4,1,<=4,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4227,EKP,,,4,8,,,,,,,0.12,512,,,,32,,64,,16,512,0.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
574.74,EKP,,,,<=1,>16,,,,,,1,,2,,<=1,64,,>32,,,>16,4,>16,,>16,>32,>64,>32,>8,>32,32,>32/16,>8,>16,>32/16,64,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
573.5636,EKP,,>64,,>64,,>=16,,>64/128,,,>16,>128/,>64,,64,>32,,,>64,,>64,>=2,<=19,,32,,,,<=8,,,,,,>64/,,,,,>32,>64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2356,EKP,,,,,,,<=0.5,,,>16,,>64,<=1,,<=1,8,,<=2,,,16,<=0.25,>16,,<=8,<=1,32,16,<=1,1,4,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2473,EKP,<=0.5,<=4,,,,<=0.5,1,>2/38,,,,,,,<=1,>128,,4,,,4,1,16,,<=8,<=1,>64,,<=1,1,>64,32/16,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
1328415.3,EKP,,>32,,,>32,0.125,,>8,,,>2,>64,>8,,,,,,,,>32,,,,,,,,,,>32,,,,>16,,,,,,>32,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,
72407.2433,EKP,,>32,,>8,,,,,,>16,,,>8,,<=1,>128,,16,,,>16,4,16,,>16,2,>64,1,>8,8,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66429,EKP,,<=2,,<=1,2,>=16,,,,,,,,,,8,,>=64,>=32,>=32,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.97,EKP,<=0.5,<=4,,>8,,<=0.5,,,,,4,64,4,,<=1,32,,>32,,,8,2,16,,>16,4,64,1,>8,>32,16,16/8,<=0.5,>16,>32/16,<=4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2519,EKP,1,<=4,,,,<=0.5,>8,>2/38,,4,,8,,,<=1,16,,>32,,,8,1,<=4,,>16,16,16,>32,2,>32,1,<=8/4,<=0.5,<=1,>32/16,32,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
573.46413,EKP,>32,,,,>256,>32,16,,,,32,,,256,,>256,,,,,256,1,256,,,,,,4,,>256,,,,,>256,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
573.66366,EKP,,32,,<=1,>=32,,,,>=8,>=64,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66511,EKP,,<=2,,,>=32,>=16,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65926,EKP,<=0.5,8,,,,2,,,,,,,>8,,<=1,>128,,>32,,,>16,4,>16,,>16,16,>64,1,>8,>32,>64,>32/16,1,>16,>32/16,>64,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2202,EKP,,<=4,,<=1,>16,<=0.5,<=0.5,>2/38,,>16,4,,8,,<=1,>128,,4,,,16,1,<=4,,<=8,<=1,>64,<=0.12,4,1,>64,<=8/4,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.203,EKP,,,,>8,,>8,>8,>4/76,,>16,>2,,,,>4,>32,,,,,>16,4,,,,,,,>16,,,,>2,,,,,,,,,>4,,,,,>16,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.46397,EKP,,>256,,,32,32,32,,,,,,,256,,64,,,,,32,1,>256,,,,,,8,,128,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
573.66061,EKP,<=0.5,,,<=1,,<=0.5,,,,,,,>8,,<=1,>128,,4,,,16,1,<=4,,<=8,<=1,>64,<=0.12,4,1,>64,<=8/4,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.46401,EKP,,>1024,,,,32,,,,,,,,,,256,,,,,32,0.125,,,,,,,2,,>256,,,,,>256,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
573.4055,EKP,0.5,,2,16,,,,,,,4,4,,2,,,,32,,8,128,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.24271,EKP,=4,,,,>32,=8,>8,,,,>8,>128/4,,,=0.5,>64,,,>32,>32/16,>128,=1,,,=16,,,>64/4,<4,,>32,,=8,,>32/16,,,,,,>8,=0.5,,,,>32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.29886,EKP,>8,16,,2,,64,,2/38,>1,,>2,,,,<=1,,,,,,,0.5,128,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46351,EKP,>32,,,,128,,,,,,,,,256,,128,,,,,32,2,,,,,,,128,,256,,,,,>256,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
573.7057,EKP,0.5,,2,32,,,,,,,128,16,,8,,256,,256,,16,16,0.25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66023,EKP,<=0.5,<=4,,<=1,,<=0.5,,<=1/19,,,<=0.25,,,,<=1,>128,,<=2,,,4,<=0.25,>16,,<=8,<=1,>64,<=0.12,<=1,1,>64,<=8/4,<=0.5,>16,8/4,32,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66353,EKP,,,,4,,,,,,>=64,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29898,EKP,,,,,,32,,>4/76,>1,,,,,,<=1,,,,,,,1,>128,<=1/4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2633,EKP,,,,,,,<=0.5,,,,,<=4,,,<=1,8,,>32,,,16,<=0.25,<=4,,<=8,16,32,16,<=1,>32,2,<=8/4,<=0.5,<=1,>32/16,64,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2662,EKP,<=0.5,<=4,,,8,<=0.5,,>2/38,,16,,<=4,,,<=1,>128,,4,,,8,1,16,,<=8,<=1,>64,,4,<=0.5,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2343,EKP,,<=4,,<=1,>16,<=0.5,<=0.5,,,>16,,,,,<=1,>128,,8,,,>16,4,16,,<=8,4,>64,1,4,4,>64,16/8,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2385,EKP,,,,<=1,4,,,,,2,,,,,<=1,32,,>32,,,>16,1,<=4,,>16,>32,>64,>32,>8,>32,64,>32/16,1,4,>32/16,>64,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.46875,EKP,,,,,,,>8,>8/152,,1,,,,,=1,,,,,>64/2,>64,=0.5,32,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,1,,,,,,,,,,,
72407.2646,EKP,<=0.5,<=4,,,>16,,<=0.5,,,,1,,,,<=1,>128,,4,,,<=1,1,16,,<=8,<=1,>64,<=0.12,4,1,>64,32/16,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2706,EKP,<=0.5,<=4,,,>16,<=0.5,,,,,>4,,>8,,<=1,>128,,<=2,,,16,1,16,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66065,EKP,,<=4,,<=1,4,<=0.5,8,,,,,<=4,4,,<=1,>128,,4,,,2,2,16,,>16,<=1,>64,<=0.12,>8,2,>64,16/8,<=0.5,16,32/16,16,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.65905,EKP,,<=4,,,,,,>2/38,,,<=0.25,32,8,,<=1,64,,<=2,,,2,1,<=4,,<=8,4,>64,<=0.12,>8,<=0.5,64,<=8/4,<=0.5,16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24397,EKP,,<2,<=4,<0.25,,,,<=2/1,,>64,,>128/4,,=16,=0.5,>16,,,>32,=16/8,>=16,<=2,,,,,,=4/4,,,>32,,>=4,,,,,,,,>8,=0.5,,,,=1/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.4162,EKP,0.12,,2,64,,,,,,,32,8,,2,,64,,256,,16,16,0.5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.24248,EKP,=4,,=16,,,>8,>8,>8/152,,>64,,>128/4,,,=0.5,>64,,,>32,>32/16,=128,=4,,,>16,,,>64/4,=16,,>32,,=8,,>32/16,,,,,,>8,=0.5,,,,>32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2287,EKP,<=0.5,<=4,,,16,<=0.5,,,,4,<=0.25,,<=1,,<=1,>128,,<=2,,,4,1,16,,<=8,<=1,>64,<=0.12,2,2,>64,<=8/4,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2622,EKP,,<=4,,,>16,,<=0.5,,,>16,<=0.25,,,,<=1,>128,,<=2,,,4,<=0.25,>16,,<=8,<=1,>64,<=0.12,<=1,<=0.5,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66231,EKP,,32,,>=16,>=32,>=16,,,>=8,>=64,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2184,EKP,<=0.5,,,>8,4,<=0.5,1,,,2,,,8,,<=1,128,,4,,,<=1,2,16,,<=8,<=1,>64,<=0.12,8,1,>64,32/16,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66542,EKP,,,,>=16,,,,,>=8,,>=4,,,>=64,,32,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29972,EKP,>8,,,<=1,,>128,,>4/76,>1,,,,,,<=1,,,,,,,0.5,16,>16/4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66315,EKP,,32,,,>=32,,,,>=8,>=64,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46368,EKP,,,,,16,2,,,,,32,,,16,,32,,,,,64,2,16,,,,,,8,,128,,,,,>256,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,
1284819.3,EKP,>8,8,,>8,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,>4,>32,,,,,>16,0.5,,,,,,,4,,,,>2,,,,,,,,,>4,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
1304916.4,EKP,>8,32,,<=1,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,2,,,,,,,16,,,,>2,,,,,,,,,0.5,,,,,16,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.66389,EKP,,,,,,,,,,,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284831.3,EKP,4,8,,>8,4,4,>8,>4/76,4,>16,>2,>64/4,>8,,<=0.25,4,,,,,>16,1,,,,,,,4,,,,2,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.24417,EKP,,=32,,<2,>=16,,>8,,>4,,>8,>128/4,,>=32,=0.5,>64,,,>32,>=32/16,>128,=4,,,,,,=32/4,,,>32,,=2,,,,,,,,>8,=2,,,,=2/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2659,EKP,<=0.5,,,<=1,<=1,,<=0.5,<=1/19,,<=1,,<=4,<=1,,<=1,<=0.5,,<=2,,,<=1,1,16,,<=8,<=1,<=0.5,<=0.12,2,<=0.5,<=0.5,<=8/4,<=0.5,<=1,8/4,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
1284811.3,EKP,>8,16,,8,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,0.5,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.7046,EKP,0.059999999,,32,0.5,,,,,,,0.25,16,,64,,0.5,,64,,8,0.5,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,
72407.2237,EKP,,,,<=1,>16,<=0.5,<=0.5,,,,,,>8,,<=1,>128,,<=2,,,>16,1,16,,<=8,<=1,>64,,2,1,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.7026,EKP,=4,=4,>32,=8,>32,=4,>8,>8/152,=4,>64,>8,>128/4,=8,=8,<=0.25,>64,,,>32,>32/16,=32,=2,,,,,,,,,>32,,=4,,>32/16,,,,,,>16,=0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66515,EKP,,<=2,,,,>=16,,,>=8,>=64,>=4,,,32,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46866,EKP,,,,>8,,=64,,,>2,,>1,>128/4,,,=1,,,,,>64/2,>64,=0.5,4,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,0.5,,,,,,,,,,,
573.29915,EKP,>8,,,,,128,,2/38,,,>2,,,,>8,,,,,,,1,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4189,EKP,0.5,,,,,,,,,,16,16,,32,,512,,256,,16,64,0.25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.24375,EKP,,,=8,<1,>32,>8,,>8/152,,>64,,>128/4,>=16,,=0.5,>64,,,>32,>32/16,>128,<1,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=1,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.255,EKP,,32,,,>16,>8,>8,>4/76,,,>2,>64/4,,,1,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,1,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.4086,EKP,0.059999999,,4,0.25,,,,,,,8,16,,16,,4,,32,,8,128,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.65974,EKP,>8,,,,>16,,>8,>2/38,,>16,,<=4,,,<=1,>128,,>32,,,>16,4,16,,>16,>32,>64,>32,>8,>32,>64,>32/16,>8,>16,>32/16,>64,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2812,EKP,<=0.5,,,<=1,,,4,<=1/19,,,,,,,<=1,64,,>32,,,>16,4,<=4,,>16,2,>64,1,>8,16,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2627,EKP,<=0.5,<=4,,,,,,>2/38,,,,<=4,,,<=1,>128,,<=2,,,8,<=0.25,>16,,<=8,<=1,>64,<=0.12,<=1,<=0.5,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2576,EKP,<=0.5,<=4,,<=1,>16,<=0.5,,,,4,1,<=4,,,<=1,>128,,4,,,<=1,1,16,,<=8,<=1,>64,<=0.12,4,2,>64,32/16,<=0.5,>16,>32/16,8,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24368,EKP,,<=16,,<1,>32,,>8,<0.5/9.5,,>64,>8,>128/4,>=16,,=0.5,>64,,,>32,>32/16,>128,<0.5,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=1,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2852,EKP,1,<=4,,<=1,<=1,<=0.5,2,>2/38,,>16,,,4,,<=1,8,,>32,,,>16,1,>16,,>16,16,>64,>32,>8,32,4,<=8/4,<=0.5,<=1,>32/16,>64,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.65914,EKP,,<=4,,<=1,,<=0.5,1,,,,,,,,<=1,32,,<=2,,,4,<=0.25,<=4,,<=8,<=1,>64,<=0.12,<=1,<=0.5,64,<=8/4,<=0.5,16,8/4,16,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66495,EKP,,<=2,,<=1,>=32,,,,<=0.12,,,,,,,>=64,,>=64,>=32,>=32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66236,EKP,,16,,,,>=16,,,>=8,,<=0.25,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2416,EKP,<=0.5,<=4,,,>16,<=0.5,<=0.5,,,,,<=4,,,<=1,>128,,<=2,,,16,<=0.25,<=4,,>16,<=1,>64,<=0.12,<=1,<=0.5,>64,16/8,<=0.5,>16,>32/16,16,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2705,EKP,,<=4,,,>16,,>8,,,>16,>4,,,,<=1,>128,,4,,,>16,1,16,,<=8,<=1,>64,<=0.12,2,1,>64,<=8/4,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24396,EKP,>16,,,<0.25,,>8,>8,,,,,,,,=0.5,>64,,,>32,>32/16,>128,<0.5,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=1,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.65935,EKP,>8,,,>8,>16,8,>8,>2/38,,,,,,,<=1,>128,,>32,,,>16,4,>16,,>16,>32,>64,>32,>8,>32,16,32/16,8,>16,>32/16,>64,,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,
573.4187,EKP,,,,,,,,,,,256,,,,,512,,256,,16,64,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2755,EKP,1,<=4,,>8,,,1,>2/38,,>16,,,,,<=1,>128,,>32,,,16,1,>16,,<=8,8,>64,4,4,>32,>64,>32/16,2,>16,>32/16,>64,,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,
574.118,EKP,<=0.5,,,<=1,<=1,,,<=1/19,,,,,<=1,,<=1,<=0.5,,<=2,,,<=1,1,<=4,,<=8,<=1,<=0.5,<=0.12,2,<=0.5,<=0.5,<=8/4,<=0.5,<=1,<=4/2,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2511,EKP,2,,,>8,8,<=0.5,,>2/38,,,1,,4,,<=1,>128,,>32,,,>16,1,>16,,>16,>32,>64,>32,4,>32,>64,>32/16,1,>16,>32/16,>64,,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2382,EKP,<=0.5,,,<=1,<=1,<=0.5,>8,,,16,,32,8,,<=1,16,,>32,,,>16,2,<=4,,>16,>32,>64,>32,>8,>32,8,<=8/4,<=0.5,2,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
573.17943,EKP,,,>32,>16,,,,,,>64,>8,>128/4,>16,>16,=0.5,>128,,,>32,>32/16,>128,<=0.5,,,,,,,,,>32,,=2,,>32/16,,,,,,>8,=0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29864,EKP,,16,,<=1,,128,,,,,,,,,<=1,,,,,,,0.5,64,4/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2651,EKP,<=0.5,,,>8,>16,<=0.5,,,,>16,,<=4,8,,<=1,>128,,<=2,,,>16,1,<=4,,<=8,<=1,>64,<=0.12,4,1,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.46381,EKP,,,,,64,>32,,,,,64,,,,,256,,,,,16,0.5,>256,,,,,,2,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
72407.2487,EKP,<=0.5,<=4,,,>16,,,,,,,<=4,,,<=1,>128,,4,,,<=1,1,<=4,,<=8,<=1,>64,<=0.12,2,1,>64,16/8,<=0.5,>16,32/16,<=4,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2522,EKP,,,,,>16,<=0.5,,>2/38,,,<=0.25,,,,8,>128,,16,,,>16,1,16,,<=8,<=1,>64,1,2,2,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66411,EKP,,<=2,,>=16,,,,,,>=64,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2365,EKP,<=0.5,<=4,,,,,4,,,>16,2,16,,,<=1,>128,,16,,,>16,4,<=4,,>16,<=1,>64,1,>8,4,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
