Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin-sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin-tazobactam,gentamicin,Imipenem,meropenem,amikacin,cefepime,trimethoprim-sulfamethoxazole,ampicillin,amoxicillin-clavulanic acid,ertapenem,cefotaxime,tigecycline,fosfomycin,norfloxacin,ticarcillin-clavulanic acid,trimethoprim,colistin
470.7468,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7568,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7924,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7509,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7713,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7661,PTX,R,NA,NA,S,NA,NA,NA,NA,S,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7557,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7962,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8095,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7668,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7914,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.776,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7427,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7442,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.792,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7849,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.777,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7763,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8087,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7555,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.767,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8014,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7918,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.808,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8007,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,S,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7469,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7835,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8091,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7916,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.1557,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7522,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7823,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903915.3,PTX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7536,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7692,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7969,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7534,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7546,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8068,PTX,R,NA,NA,S,NA,NA,NA,NA,S,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7508,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7712,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7965,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.782,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.795,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7649,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.1554,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7928,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7925,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7544,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8105,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7897,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7725,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7905,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7465,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7701,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8046,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7435,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.801,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7975,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7537,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8039,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7506,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7604,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7847,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8047,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8013,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.806,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7727,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7972,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.804,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7529,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8031,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7607,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.156,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7864,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7992,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8065,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8081,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7735,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.789,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.1359,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7789,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.1562,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7658,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7562,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7575,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7443,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7894,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903904.3,PTX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8079,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.785,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7758,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7853,PTX,R,NA,NA,R,NA,NA,NA,NA,S,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7567,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7824,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7545,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7453,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7655,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8009,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903931.3,PTX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7593,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7954,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7885,PTX,R,NA,NA,S,NA,NA,NA,NA,S,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7985,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7683,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7504,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8041,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7648,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7814,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.757,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8016,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7574,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7865,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7704,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8078,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7705,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7998,PTX,R,NA,NA,R,NA,NA,NA,NA,S,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7974,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.807,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903903.3,PTX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7726,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8097,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8034,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7602,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8017,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409928.3,PTX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.748,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7706,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7724,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7893,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8057,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7448,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903923.3,PTX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7551,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7873,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7741,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,S,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7892,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7785,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8043,PTX,R,NA,NA,R,NA,NA,NA,NA,S,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7597,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7642,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7861,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8104,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7446,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7842,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8052,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7628,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903899.3,PTX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7707,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.8108,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.797,PTX,R,NA,NA,R,NA,NA,NA,NA,S,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7762,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7532,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7565,PTX,S,NA,NA,S,NA,NA,NA,NA,S,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7722,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7943,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7484,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7601,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7793,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7689,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7475,PTX,S,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7561,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470.7967,PTX,R,NA,NA,R,NA,NA,NA,NA,R,NA,NA,R,S,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
